Course_Num,Dept,Num,Title
563,LATN,20123,Summer Intensive Intermediate Latin
564,LATN,21100,Roman Elegy
565,LATN,21200,Roman Novel
566,LATN,21300,Vergil
567,LATN,21500,Roman Satire
568,LATN,21600,Roman Oratory
569,LATN,21700,Post-Virgilian Epic
570,LATN,21800,Roman Historian
571,LATN,21900,Roman Comedy
572,LATN,22100,Lucretius
573,LATN,24615,Augustine: Early Philosophical Works
574,LATN,26000,Latin Paleography
575,LATN,26118,"Cicero's ""De Oratore"
576,LATN,27017,Einhard
577,LATN,29700,Reading Course
578,CHDV,20000,Introduction to Human Development
579,CHDV,20100,Human Development Research Designs in Social Sciences
580,CHDV,20305,Inequality in Urban Spaces
581,CHDV,21000,Cultural Psychology
582,CHDV,21401,Introduction to African Civilization II
583,CHDV,22350,Social Neuroscience
584,CHDV,23204,Medical Anthropology
585,CHDV,23249,Animal Behavior
586,CHDV,23900,Introduction to Language Development
587,CHDV,26000,Social Psychology
588,CHDV,26901,Psychology for Citizens
589,CHDV,27802,Seminar: Challenging Legends and Other Received Truths: A Socratic Practicum
590,CHDV,27860,History of Evolutionary Behavioral Sciences
591,CHDV,28301,Disability and Design
592,CHDV,29700,Undergraduate Reading and Research
593,CHDV,29800,BA Honors Seminar
594,CHDV,29900,Honors Paper Preparation
595,CMLT,20109,Comparative Methods in the Humanities
596,CMLT,23112,Trans Performativity
597,CMLT,23212,"Art, Ekphrasis, and Myth in Early Modern Spanish Theater"
598,CMLT,24105,Letters to Zion
599,CMLT,26210,Oedipus in Zion: The Oedipal Figure in Modern Hebrew Literature
600,CMLT,26660,The Rise of the Global New Right
601,CMLT,26912,20th Century Russian & South East European Emigre Literature
602,CMLT,28110,Queer Jewish Literature
603,CMLT,29023,Returning the Gaze: The West and the Rest
604,CRES,20701,Introduction to African Civilization I
605,CRES,20802,Introduction to African Civilization II
606,CRES,22706,Slavery and Freedom in the Atlantic World
607,CRES,24813,South African Fictions and Factions
608,CRES,20104,Urban Structure and Process
609,CRES,22150,Contemporary African American Politics
610,CRES,24601,Martin and Malcolm: Life and Belief
611,CRES,25405,Child Poverty and Chicago Schools
612,CRES,27502,Africans in the Early Americas
613,CRES,10800,Intro To East Asian Civilization I
614,CRES,10900,Intro to East Asian Civilization II
615,CRES,11000,Intro to East Asian Civilization III
616,CRES,24255,"Everyday Maoism: Work, Daily Life, and Material Culture in Socialist China"
617,CRES,24706,Edo/Tokyo: Society and the City in Japan
618,CRES,26913,"The Politics of Immigration: Race, Rights, and Activism"
619,CRES,27900,Asian Wars of the Twentieth Century
620,CRES,16101,Introduction to Latin American Civilization I
621,CRES,16102,Introduction to Latin American Civilization II
622,CRES,16103,Introduction to Latin American Civilization III
623,CRES,21903,Intro. a las lit. hispánicas: textos hispanoamericanos desde la colonia a la independencia
624,CRES,27101,"Intro to Brazilian Culture: Essay, Fiction, Cinema and Music"
625,CRES,27303,Topics in US-Mexico Borderlands History
626,CRES,27504,Racism without Race
627,CRES,28000,United States Latinos: Origins and Histories
628,CRES,29000,"Latin American Religions, New and Old"
629,CRES,36500,"Hist of Mexico 1876, to Present"
630,CRES,27501,Urban Indians: Native Americans and the City
631,CRES,10200,Introduction to World Music
632,CRES,20104,Urban Structure and Process
633,CRES,20140,Qualitative Field Methods
634,CRES,20207,"Race, Ethnicity, and Human Development"
635,CRES,21903,Intro. a las lit. hispánicas: textos hispanoamericanos desde la colonia a la independencia
636,CRES,22706,Slavery and Freedom in the Atlantic World
637,CRES,24001,Colonizations I
638,CRES,24002,Colonizations II
639,CRES,24003,Colonizations III
640,CRES,27302,"Gender, Sexuality, Indigenous Women in the Colonial Encounter"
641,CRES,27503,"Reading the Border: Gender, Texts, and Performance"
642,CRES,27605,United States Legal History
643,CRES,28011,Religions of the African Diaspora
644,CRES,29302,Human Rights II: History and Theory
645,CRES,29800,BA Colloquium: Theory and Methods in Comparative Race and Ethnic Studies
646,CRES,29900,Preparation for the BA Essay
647,BIOS,24231,Methods in Computational Neuroscience
648,BIOS,24232,Computational Approaches to Cognitive Neuroscience
649,BIOS,24408,Modeling and Signal Analysis for Neuroscientists
650,BIOS,26210,Mathematical Methods for Biological Sciences I
651,BIOS,26211,Mathematical Methods for Biological Sciences II
652,CMSC,10100,Introduction to Programming for the World Wide Web I
653,CMSC,10200,Introduction to Programming for the World Wide Web II
654,CMSC,11000,Multimed Prog: Interdisc Art-1
655,CMSC,11100,Multimedia Programming as an Interdisciplinary Art II
656,CMSC,11710,Networks
657,CMSC,11800,Introduction to Data Science - I
658,CMSC,11900,Introduction to Data Science II
659,CMSC,12100,Computer Science with Applications I
660,CMSC,12200,Computer Science with Applications II
661,CMSC,12300,Computer Science with Applications III
662,CMSC,15100,Intro To Computer Science-1
663,CMSC,15200,Intro To Computer Science-2
664,CMSC,15400,Introduction to Computer Systems
665,CMSC,16100,Honors Introduction to Computer Science I
666,CMSC,16200,Honors Introduction to Computer Science II
667,CMSC,20900,Computers for Learning
668,CMSC,21010,Mathematical Foundations
669,CMSC,22000,Introduction to Software Development
670,CMSC,22001,Software Construction
671,CMSC,22010,Digital Fabrication
672,CMSC,22100,Programming Languages
673,CMSC,22200,Computer Architecture
674,CMSC,22300,Functional Programming
675,CMSC,22600,Compilers for Computer Languages
676,CMSC,23000,Operating Systems
677,CMSC,23010,Parallel Computing
678,CMSC,23200,Introduction to Computer Security
679,CMSC,23210,Usable Security and Privacy
680,CMSC,23280,Cryptocurrencies
681,CMSC,23300,Networks and Distributed Systems
682,CMSC,23310,Advanced Distributed Systems
683,CMSC,23400,Mobile Computing
684,CMSC,23500,Introduction to Database Systems
685,CMSC,23700,Introduction to Computer Graphics
686,CMSC,23710,Scientific Visualization
687,CMSC,23800,Game Construction
688,CMSC,23900,Data Visualization
689,CMSC,25010,Artificial Intelligence
690,CMSC,25025,Machine Learning and Large-Scale Data Analysis
691,CMSC,25050,Computer Vision
692,CMSC,25300,Mathematical Foundations of Machine Learning
693,CMSC,25400,Machine Learning
694,CMSC,27100,Discrete Mathematics
695,CMSC,27130,Honors Discrete Mathematics
696,CMSC,27200,Theory of Algorithms
697,CMSC,27230,Honors Theory of Algorithms
698,CMSC,27410,Honors Combinatorics
699,CMSC,27500,Graph Theory
700,CMSC,27530,Honors Graph Theory
701,CMSC,27600,Computational Biology
702,CMSC,27610,Digital Biology
703,CMSC,27700,Mathematical Logic-1
704,CMSC,27800,Mathematical Logic II
705,CMSC,27900,"Chaos, Complexity And Computers"
706,CMSC,28000,Introduction to Formal Languages
707,CMSC,28100,Introduction to Complexity Theory
708,CMSC,28130,Honors Introduction to Complexity Theory
709,CMSC,28400,Introduction to Cryptography
710,CMSC,28510,Introduction to Scientific Computing
711,CMSC,28515,Introduction to Numerical Partial Differential Equations
712,CMSC,29512,Entrepreneurship in Technology
713,CMSC,29700,Reading and Research in Computer Science
714,CMSC,29900,Bachelor's Thesis
715,CRWR,10206,Beginning Fiction Workshop
716,CRWR,10306,Beginning Poetry Workshop
717,CRWR,10406,Beginning Nonfiction Workshop
718,CRWR,12106,Intro to Genres: Science Fiction
719,CRWR,12107,Reading as a Writer: Crime and Story
720,CRWR,12109,Introduction to Genres: Wizards
721,CRWR,12127,Reading as a Writer: Hallucinations
722,CRWR,12128,Reading as a Writer: The Sea
723,CRWR,17000,Fundamentals in Creative Writing: Literary Empathy
724,CRWR,17001,Fundamentals in Creative Writing: Testimony
725,CRWR,18200,Poetry and the Human III
726,CRWR,20200,Technical Seminar in Fiction: Characterization
727,CRWR,20201,"Technical Seminar in Fiction: Auto Fiction, Essayism, Truth"
728,CRWR,20302,Technical Seminar in Poetry: Units of Composition
729,CRWR,20401,Technical Seminar in Nonfiction: The Synecdoche
730,CRWR,21500,Advanced Translation Workshop: Prose Style
731,CRWR,22113,Advanced Fiction Workshop: The Love Story
732,CRWR,22118,Advanced Fiction Workshop: Constructing a Full Length Novel
733,CRWR,22119,Advanced Fiction Workshop: Music in Fiction and Improvised Composition
734,CRWR,22121,Advanced Fiction Workshop: Young Adult Literature
735,CRWR,24004,Advanced Nonfiction Workshop: Writing in Crisis
736,CRWR,29200,Thesis/Major Projects: Fiction
737,CRWR,29300,Thesis/Major Projects: Poetry
738,CRWR,29400,Thesis/Major Projects: Creative Nonfiction
739,DIGS,20001,Introduction to Computer Programming
740,DIGS,20002,Basic Mathematics and Statistics for Digital Studies
741,DIGS,20003,"Data Management for Linguistic, Cultural, and Historical Research"
742,DIGS,20004,"Data Analysis for Linguistic, Cultural, and Historical Research"
743,DIGS,20005,"Data Publication for Linguistic, Cultural, and Historical Research"
744,DIGS,20006,Natural Language Processing
745,DIGS,20007,"Issues in Digital Studies of Language, Culture, and History"
746,EALC,10510,Topics in EALC: East Asian Popular Music
747,EALC,10520,Topics in EALC: Gendered Bodies in East Asia
748,EALC,10600,Topics in EALC: Ghosts & the Fantastic in Literature and Film
749,EALC,10603,Topics in EALC: The Chinese Classics
750,EALC,10704,Topics in EALC: The Modern Short Story in East Asia
751,EALC,10705,Topics in EALC: Imagining Environment
752,EALC,10710,Topics in EALC: Intertwined Literatures of Postwar Asia
753,EALC,22235,Revolutionary Romance in Socialist China
754,EALC,22451,"Social and Economic Institutions of Chinese Socialism, 1949 to 1980"
755,EALC,23001,Censorship in East Asia: The Case of Colonial Korea
756,EALC,24201,China's Eco-Environmental Challenges and Society's Responses
757,EALC,24202,"Citizenship in China: Concepts, Practices, Dynamics"
758,EALC,24411,The Science of Literature
759,EALC,24626,"Japanese Cultures of the Cold War: Literature, Film, Music"
760,EALC,25600,Gender and Modernity in Colonial Korea
761,EALC,26800,"Korean Literature, Foreign Criticism"
762,EALC,27501,The Worlds of Honglou meng (Dream of the Red Chamber): Traditional Chinese Novel & Literary Culture
763,EALC,28010,"Archaeology of Anyang: Bronzes, Inscriptions, and World Heritage"
764,EALC,28015,Archaeology of Bronze Age China
765,EALC,29500,Senior Thesis Tutorial I
766,EALC,29600,Senior Thesis Tutorial II
767,EALC,29700,Senior Thesis Tutorial III
768,CHIN,10100,Elementary Modern Chinese I
769,CHIN,10200,Elementary Modern Chinese II
770,CHIN,10300,Elementary Modern Chinese III
771,CHIN,10123,Summer Intensive Introductory Chinese
772,CHIN,11100,First-Year Chinese for Bilingual Speakers I
773,CHIN,11200,First-Year Chinese for Bilingual Speakers II
774,CHIN,11300,First -Yr. Chinese for Bilinqual Speakers II
775,CHIN,15000,Chinese in Beijing
776,CHIN,15001,Elementary Chinese in Beijing
777,CHIN,15003,Intermediate Chinese in Beijing
778,CHIN,15005,Advanced Chinese in Beijing
779,CHIN,15007,Elementary Chinese in Hong Kong
780,CHIN,15011,Advanced Chinese in Hong Kong
781,CHIN,20100,Intermediate Modern Chinese I
782,CHIN,20200,Intermediate Modern Chinese II
783,CHIN,20300,Intermediate Modern Chinese III
784,CHIN,20401,Advanced Modern Chinese-1
785,CHIN,20402,Advanced Modern Chinese-2
786,CHIN,20403,Advanced Modern Chinese-III
787,CHIN,20501,Fourth-Year Modern Chinese-I
788,CHIN,20502,Fourth-Year Modern Chinese-II
789,CHIN,20503,Fourth-Year Modern Chinese-3
790,CHIN,20508,Readings in Literary Chinese I
791,CHIN,20509,Readings In Literary Chinese-2
792,CHIN,20510,Readings in Literary Chinese III
793,CHIN,20800,Elementary Literary Chinese I
794,CHIN,20900,Elementary Literary Chinese II
795,CHIN,21000,Elementary Literary Chinese III
796,CHIN,22110,Second-Year Chinese for Bilingual Speakers I
797,CHIN,23110,Third-Year Chinese for Bilingual Speakers I
798,CHIN,31100,Business Chinese I
799,CHIN,31200,Business Chinese II
800,CHIN,31300,Business Chinese III
801,JAPN,10100,Elementary Modern Japanese-1
802,JAPN,10200,Elementary Modern Japanese II
803,JAPN,10300,Elementary Modern Japanese-III
804,JAPN,20100,Intermediate Modern Japanese I
805,JAPN,20200,Intermediate Modern Japanese II
806,JAPN,20300,Intermediate Modern Japanese III
807,JAPN,20401,Advanced Modern Japanese-1
808,JAPN,20402,Advanced Modern Japanese II
809,JAPN,20403,Advanced Modern Japanese III
810,JAPN,20600,4th Year Modern Japanese-2
811,JAPN,21200,Intermediate Modern Japanese Through Japanimation I
812,JAPN,21300,Intermediate Modern Japanese through Japanimation II
813,JAPN,24900,Pre-Modern Japanese: Kindai Bungo I
814,KORE,10100,Introduction to the Korean Language I
815,KORE,10200,Introduction to the Korean Language II
816,KORE,10300,Introduction to the Korean Language III
817,KORE,20100,Intermediate Korean I
818,KORE,20200,Intermediate Korean-2
819,KORE,20300,Intermediate Korean III
820,KORE,20401,Advanced Korean I
821,KORE,20402,Advanced Korean-2
822,KORE,20403,Advanced Korean-3
823,KORE,21100,Fourth Year Korean I
824,KORE,21200,Fourth-Year Modern Korean II
825,KORE,21300,Fourth-Year Modern Korean III
826,ECON,10000,Principles of Microeconomics
827,ECON,10200,Principles of Macroeconomics
828,ECON,11020,Introduction to Econometrics
829,ECON,12210,"Economic History II: The Early Modern World, circa 1300-1800"
830,ECON,12220,Economic History III: The Global Economy from Great Depression to Great Recession
831,ECON,13000,Introduction to Money and Banking
832,ECON,14810,Evolution and Economics of Human Behavior
833,ECON,19000,Economics for Everyone
834,ECON,19100,Economics for Everyone: Macro
835,ECON,19800,Introduction to Microeconomics
836,ECON,19900,Intro To Macroeconomics
837,ECON,20000,The Elements of Economic Analysis I
838,ECON,20100,The Elements of Economic Analysis II
839,ECON,20200,The Elements of Economic Analysis III
840,ECON,20300,Elements of Economic Analysis IV
841,ECON,20010,The Elements of Economic Analysis I Honors
842,ECON,20110,The Elements of Economic Analysis II Honors
843,ECON,20210,The Elements of Economic Analysis III Honors
844,ECON,20520,Formal Models of Political Economics
845,ECON,20700,Game Theory and Economic Applications
846,ECON,20770,Decision and Strategy
847,ECON,20780,Decision and Strategy II
848,ECON,20800,Theory of Auctions
849,ECON,21010,Statistical Methods in Economics
850,ECON,21020,Econometrics
851,ECON,21030,Econometrics - Honors
852,ECON,21110,Applied Microeconometrics
853,ECON,21130,Topics in Microeconometrics
854,ECON,21150,Topics in Applied Econometrics
855,ECON,21300,Data Construction and Interpretation in Economic Applications
856,ECON,21320,Applications of Econometric and Data Science Methods
857,ECON,21330,Econometrics and Machine Learning
858,ECON,21410,Computational Methods in Economics
859,ECON,21730,Applied Behavioral Economics
860,ECON,21800,Experimental Economics
861,ECON,21830,Social Neuroscience
862,ECON,22200,Topics in American Economic History
863,ECON,22410,UChicago Economics: The People and the Seminal Ideas
864,ECON,22600,Innovators
865,ECON,22650,Creativity
866,ECON,23000,Money and Banking
867,ECON,23040,Cryptocurrencies
868,ECON,23200,Topics in Macroeconomics
869,ECON,23230,Macroeconomic Crises
870,ECON,23330,Introduction to Dynamic Economic Modeling
871,ECON,23410,Economic Growth
872,ECON,23950,Economic Policy Analysis
873,ECON,24000,Labor Economics
874,ECON,24450,"Inequality and the Social Safety Net: Theory, Empirics, and Policies"
875,ECON,24720,"Inequality: Origins, Dimensions, and Policy"
876,ECON,25000,Introduction To Finance
877,ECON,25100,Financial Economic
878,ECON,25130,Behavioral Finance
879,ECON,25710,China's Economic Development & Transition
880,ECON,26010,Public Finance
881,ECON,26020,Public Sector Economics
882,ECON,26500,Environmental Economics
883,ECON,26530,"Environment, Agriculture, and Food: Economic and Policy Analysis"
884,ECON,26540,"Environment, Agriculture, and Food: Advanced Economic and Policy Analysis"
885,ECON,26700,Economics of Education
886,ECON,26800,Energy and Energy Policy
887,ECON,26920,Behavioral Economics and Policy
888,ECON,27000,International Economics
889,ECON,27700,Health Economics and Public Policy
890,ECON,27720,Economics and Regulation of Health Care Markets: Theory and Empirics
891,ECON,28060,The Economics of Organizations: An Experimental Perspective
892,ECON,28100,The Economics of Sports
893,ECON,28600,Economic Analysis of Law
894,ECON,28620,Crony Capitalism
895,ECON,28700,The Economics of Crime
896,ECON,29700,Undergrad Rdg/Rsch: Economics
897,ECON,29800,Undergraduate Honors Workshop
898,BUSN,20100,Financial Accounting
899,BUSN,20101,Managerial Accounting
900,BUSN,20150,Financial Statement Analysis
901,BUSN,20330,Building the New Venture
902,BUSN,20340,Developing a New Venture
903,BUSN,20160,Accounting for Entrepreneurship
904,BUSN,20410,Corporation Finance
905,BUSN,20400,Investments
906,BUSN,20702,Managerial Decision Making
907,BUSN,20710,Behavioral Economics
